NAME,Density (g/cm3),Pore limiting diameter (A),Largest cavity diameter (A),Volum. Surface area (m2/cm3),Grav. Surface area (m2/g),Helium void fraction (-),Pore volume (cm3/g),Porosity,Mixture,MF Methane,MF Ethane,MF Ethylene,MF Propane,MF Propylene,MF CO2,MF CO,MF N2,Total grav. Uptake (mol/kg),Total volum. uptake (cm3/cm3),Grav. Uptake Methane (mol/kg),Grav. Uptake Ethane (mol/kg),Grav. Uptake Ethylene (mol/kg),Grav. Uptake Propane (mol/kg),Grav. Uptake Propylene (mol/kg),Grav. Uptake CO2 (mol/kg),Grav. Uptake CO (mol/kg),Grav. Uptake N2 (mol/kg),Volum. Uptake Methane (cm3/cm3),Volum. Uptake Ethane (cm3/cm3),Volum. Uptake Ethylene (cm3/cm3),Volum. Uptake Propane (cm3/cm3),Volum. Uptake Propylene (cm3/cm3),Volum. Uptake CO2 (cm3/cm3),Volum. Uptake CO (cm3/cm3),Volum. Uptake N2 (cm3/cm3),Selectivity Methane/Mixture,Selectivity Ethane/Ethylene,Selectivity Propane/Propylene,Adsorbed MF Methane,Adsorbed MF Ethane,Adsorbed MF Ethylene,Adsorbed MF Propane,Adsorbed MF Propylene,Adsorbed MF CO2,Adsorbed MF CO,Adsorbed MF N2,Qst Methane (kJ/mol),Qst Ethane (kJ/mol),Qst Ethylene (kJ/mol),Qst Propane (kJ/mol),Qst Propylene (kJ/mol),Qst CO2 (kJ/mol),Qst CO (kJ/mol),Qst N2 (kJ/mol),MOF Density (g/cm3),Pore Limiting Diameter (A),Largest Cavity Diameter (A),Volum. Surface Area (m2/cm3),Grav. Surface Area (m2/g),Helium Void Fraction (-),Pore Volume (cm3/g),QST Methane (kJ/mol),QST Ethane (kJ/mol),QST Ethylene (kJ/mol),QST Propane (kJ/mol),QST Propylene (kJ/mol),QST CO2 (kJ/mol),QST CO (kJ/mol),QST N2 (kJ/mol),URL
BOLPEY,0.89,5.1,6.53,1971.028081,2213.820865,0.569045,0.6393,2D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.6796,113.3405,1.859832992,1.872171724,0.394707939,0.301834115,0.55356615,0.681060533,0.015835822,0.000566881,37.11446294,37.36069227,7.876714322,6.023342493,11.04685767,13.5911106,0.316016566,0.011312567,0.085923531,1.976325975,1.635761772,32.7,32.9,6.9,5.3,9.7,11.9,0.2,0,16.97669129,26.55169985,24.01352919,35.0986313,33.37319677,24.47160757,14.11301574,13.2549266,[0.8-1.0),[5.0-6.0),[6.5-7.0),[1800-2000),[2000-2250),[0.55-0.6),[0.6-0.7),[16-17),[26-27),[24-26),[30-36),[30-34),[24-26),[14-16),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=BOLPEY
BONMEX,0.858,4.75,6.09,1744.053846,2033.601357,0.560822,0.6536,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,6.928,133.1742,1.976173262,2.269793759,0.488587857,0.325314517,0.684868863,1.167893917,0.014879489,0.000476144,37.98726118,43.6314214,9.391947001,6.253402857,13.16498553,22.45000078,0.286023013,0.009152736,0.070425993,1.935675203,1.425007914,28.5,32.7,7,4.6,9.8,16.8,0.2,0,18.50940386,27.71236001,25.59720342,34.70004373,34.00028976,31.75282477,15.81839323,14.86107946,[0.8-1.0),[4.75-5.0),[6.0-6.5),[1600-1800),[2000-2250),[0.55-0.6),[0.6-0.7),[18-19),[27-28),[24-26),[30-36),[34-36),[30-32),[14-16),[14-15),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=BONMEX
BORBEQ,1.103,3.24,5.3,981.43955,890.096716,0.381315,0.3457,3D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.1135,126.3761,1.725310185,1.519273177,0.376864101,0.128330311,0.28432467,1.069759827,0.009283516,0.000370616,42.6395331,37.54750854,9.31386684,3.171571469,7.026835697,26.43817903,0.229433983,0.009159441,0.089860677,1.679731468,1.354053918,33.7,29.7,7.3,2.5,5.5,20.9,0.1,0,20.95967083,30.8515099,28.24975585,40.55273768,38.14605884,33.20997399,17.59206434,17.24022885,[1.1-1.2),[3.2-3.4),[5.25-5.5),[875-1000),[750-1000),[0.35-0.4),[0.3-0.35),[20-21),[30-32),[28-30),[40-41),[38-40),[32-34),[17-18),[17-18),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=BORBEQ
BUGSAY,1.683,3.77,4.35,861.535879,511.826681,0.230333,0.1368,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,4.3096,162.5943,0.008266267,0.000521705,0.000232268,9.80E-06,5.03E-05,4.300390628,0.000114337,4.25E-06,0.311873725,0.019683147,0.008763129,0.000369752,0.001898062,162.2472153,0.004313777,0.000160226,0.000339141,0.935888224,0.584412177,0.1,0,0,0,0,99.7,0,0,18.09960153,27.1937716,24.6568118,35.56498783,33.76816121,60.74561296,17.24399175,24.58856197,[1.6-1.8),[3.6-3.8),[4.25-4.5),[750-875),[500-750),[0.2-0.25),[0.1-0.15),[18-19),[27-28),[24-26),[30-36),[30-34),[60-70),[17-18),[22-26),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=BUGSAY
BUGSIG,1.638,3.83,4.42,893.817725,545.6752,0.232772,0.1421,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,4.2777,157.0521,0.01377281,0.000843619,0.000429262,2.05E-05,8.78E-05,4.262359565,0.000175216,7.95E-06,0.505657221,0.030972751,0.015759987,0.00075395,0.003222528,156.4889683,0.006432896,0.000291852,0.000570014,0.818865667,0.701888044,0.3,0,0,0,0,99.6,0,0,17.88278215,26.8375295,24.35029653,35.09235533,33.31764237,58.71784444,16.78348775,23.55650896,[1.6-1.8),[3.8-4.0),[4.25-4.5),[875-1000),[500-750),[0.2-0.25),[0.1-0.15),[17-18),[26-27),[24-26),[30-36),[30-34),[50-60),[16-17),[22-26),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=BUGSIG
BUKMUQ,0.851,4.5,5.56,2764.795479,3247.054665,0.64308,0.7556,3D,1,85,6,2.5,0.1,0.3,4,2,0.1,7.5406,143.9129,2.52029935,2.299090113,0.509194936,0.297959872,0.60990371,1.280987645,0.022316262,0.000872454,48.09992901,43.87814934,9.717988569,5.68656604,11.64001615,24.44765731,0.425905996,0.016650788,0.088591617,1.881311353,1.46560777,33.4,30.4,6.7,3.9,8,16.9,0.2,0,15.1052435,22.94527023,20.82945749,30.27618436,28.62202215,23.35116377,13.03557156,12.76536914,[0.8-1.0),[4.5-4.75),[5.5-5.75),[2600-3600],[3000-3500),[0.6-0.7),[0.7-0.8),[14-16),[20-24),[20-24),[30-36),[25-30),[20-24),[10-14),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=BUKMUQ
BURJOO,1.366,3.85,4.64,562.456524,411.696993,0.219866,0.1609,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.2628,69.2896,0.760125168,0.741466237,0.182854104,0.065117123,0.134210648,0.37432846,0.004476344,0.000177357,23.27637115,22.7050018,5.599314659,1.994000969,4.10976638,11.46259658,0.137073546,0.005430993,0.089269954,1.689567026,1.455557897,33.5,32.7,8,2.8,5.9,16.5,0.1,0,21.47816286,32.71979093,29.66080267,43.56263787,40.91736556,29.39772267,18.10561794,17.2721152,[1.3-1.4),[3.8-4.0),[4.5-4.75),[500-625),[250-500),[0.2-0.25),[0.15-0.2),[21-22),[32-34),[28-30),[42-46),[40-42),[28-30),[18-19),[17-18),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=BURJOO
BUSQEM,0.951,3.53,5,1141.829118,1200.265976,0.412158,0.4333,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,4.0551,86.4662,0.917609369,1.266424085,0.247866354,0.294895985,0.643117478,0.675731743,0.009187559,0.00028742,19.5659237,27.00360072,5.285183803,6.287983249,13.71301114,14.40843585,0.19590371,0.006128564,0.05161132,2.128875876,1.375624184,22.6,31.2,6.1,7.2,15.8,16.6,0.2,0,24.03131146,37.27603799,33.92767226,49.68753425,47.64811585,30.20308004,20.2723986,18.81224058,[0.8-1.0),[3.4-3.6),[5.0-5.25),[1000-1200),[1000-1250),[0.4-0.45),[0.4-0.5),[24-30),[36-38),[32-34),[46-50),[46-50),[30-32),[20-21),[18-19),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=BUSQEM
BUVXOG,1.267,4.36,5.99,662.523624,522.734049,0.185811,0.1466,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.7816,50.6122,0.764068532,0.611227064,0.142605323,0.062176414,0.132747288,0.063815441,0.004824913,0.000156574,21.70559978,17.36369118,4.051121004,1.766302764,3.771074698,1.81286411,0.137065751,0.004447933,0.132509679,1.785893663,1.405145408,42.8,34.3,8,3.4,7.4,3.5,0.2,0,18.21185907,26.85730245,24.50777348,35.08343769,33.06134491,20.09813738,15.02146131,13.91733903,[1.2-1.3),[4.25-4.5),[5.75-6.0),[625-750),[500-750),[0-0.2),[0.1-0.15),[18-19),[26-27),[24-26),[30-36),[30-34),[20-24),[14-16),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=BUVXOG
BUVYEX,1.212,4.73,6.22,694.472824,573.16532,0.235468,0.1942,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.2391,60.8098,0.848118069,0.756499554,0.17192125,0.070187491,0.169097093,0.217122743,0.00598936,0.000194051,23.03300301,20.54484763,4.668999285,1.906136351,4.59230147,5.896571451,0.162657723,0.005270006,0.107596443,1.833444954,1.24521639,37.8,33.7,7.6,3.1,7.5,9.6,0.2,0,18.44656834,27.03767626,24.76942754,34.71645915,33.21881189,25.9830172,15.83171865,14.61396928,[1.2-1.3),[4.5-4.75),[6.0-6.5),[625-750),[500-750),[0.2-0.25),[0.15-0.2),[18-19),[27-28),[24-26),[30-36),[30-34),[24-26),[14-16),[14-15),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=BUVYEX
BUVYIB,0.702,7.75,10.55,1979.806754,2820.024798,0.625136,0.8905,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,7.056,111.0322,2.429793342,2.58015184,0.53503897,0.36505768,0.724690247,0.398675496,0.02183981,0.000777316,38.23473721,40.60074815,8.41926515,5.744473903,11.40357934,6.273477066,0.343666833,0.012231691,0.092686039,2.009317689,1.511229167,34.4,36.5,7.5,5.1,10.2,5.6,0.3,0,17.9574591,28.75659205,25.88497898,38.28881583,36.21645714,23.19325975,14.80873332,13.67424485,[0.6-0.8),[7.0-8.0),[10.0-18.0],[1800-2000),[2500-3000),[0.6-0.7),[0.8-1.0),[17-18),[28-29),[24-26),[38-39),[36-38),[20-24),[14-16),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=BUVYIB
BUWGAC,1.438,4.77,5.09,740.649645,514.934701,0.185818,0.1292,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.3745,44.3108,0.433155929,0.493379273,0.094793748,0.104943805,0.166977451,0.077902109,0.00317965,0.000122763,13.96444952,15.90598094,3.056041516,3.383267711,5.383161184,2.511474503,0.102508273,0.003957736,0.081206182,2.168652495,1.885472641,31.5,35.8,6.8,7.6,12.1,5.6,0.2,0,17.34924043,26.52799049,23.88152162,35.78886689,33.3884961,22.25966538,14.41980561,13.79968457,[1.4-1.5),[4.75-5.0),[5.0-5.25),[625-750),[500-750),[0-0.2),[0.1-0.15),[17-18),[26-27),[20-24),[30-36),[30-34),[20-24),[14-16),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=BUWGAC
BUWGEG,1.331,5.55,6.16,1165.123271,875.248171,0.294023,0.2209,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.5214,75.2312,0.767200189,0.861704749,0.170770234,0.178983663,0.291079698,0.245306155,0.006113443,0.000224057,22.89118439,25.71094555,5.09532318,5.340389756,8.685033112,7.319274049,0.182408659,0.006685259,0.077180286,2.102495485,1.844687183,30.4,34.1,6.7,7,11.5,9.7,0.2,0,16.14018755,24.23015862,22.02920844,31.95827686,30.0534301,23.34492718,13.63816291,12.96088958,[1.3-1.4),[5.0-6.0),[6.0-6.5),[1000-1200),[750-1000),[0.25-0.3),[0.2-0.25),[16-17),[24-26),[20-24),[30-36),[30-34),[20-24),[10-14),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=BUWGEG
CADPII,2.037,4.31,5.08,273.886767,134.443367,0.107953,0.0529,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,0.6197,28.2983,0.082341313,0.317910389,0.047764722,0.060277077,0.09436273,0.016677913,0.000389838,1.57E-05,3.759831251,14.51627832,2.181010823,2.752344252,4.308747662,0.761539199,0.017800621,0.000716117,0.027039197,2.773232136,1.916341687,13.2,51.3,7.7,9.7,15.2,2.6,0,0,24.25382661,38.06728947,34.19544349,50.9346968,47.52063587,28.15446888,19.7999494,18.64811517,[2.0-4.0],[4.25-4.5),[5.0-5.25),[0-500),[0-250),[0-0.2),[0-0.1),[24-30),[38-40),[34-36),[50-55),[46-50),[28-30),[19-20),[18-19),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=CADPII
CADQAB,1.115,4.57,6.47,2133.414791,1912.557142,0.574001,0.5147,2D,1,85,6,2.5,0.1,0.3,4,2,0.1,6.5182,162.971,1.059745941,0.961904995,0.209640624,0.167197479,0.309910674,3.800535276,0.009003053,0.000306032,26.49607482,24.04982718,5.241495567,4.180319786,7.748476393,95.02208328,0.225096926,0.007651508,0.034261071,1.911813374,1.618506494,16.2,14.7,3.2,2.5,4.7,58.3,0.1,0,16.38935087,25.26682286,22.80904293,33.98662115,31.86607795,47.95962653,14.41558427,17.28686122,[1.1-1.2),[4.5-4.75),[6.0-6.5),[2000-2200),[1750-2000),[0.55-0.6),[0.5-0.6),[16-17),[24-26),[20-24),[30-36),[30-34),[45-50),[14-16),[17-18),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=CADQAB
CADQOP,1.097,4.6,6.51,2145.177643,1955.94625,0.573652,0.5229,2D,1,85,6,2.5,0.1,0.3,4,2,0.1,7.4672,183.5615,0.997852338,0.895785871,0.197248536,0.154006197,0.283009644,4.930629058,0.008343961,0.000298167,24.52965969,22.0206154,4.848853156,3.785850335,6.9570717,121.2069644,0.205115029,0.007329674,0.027219484,1.892252894,1.632518895,13.3,11.9,2.6,2,3.7,66,0.1,0,15.79642748,24.32241305,21.95974315,32.7291468,30.67710547,52.18311957,14.12035198,18.16995651,[1.0-1.1),[4.5-4.75),[6.5-7.0),[2000-2200),[1750-2000),[0.55-0.6),[0.5-0.6),[14-16),[24-26),[20-24),[30-36),[30-34),[50-60),[14-16),[18-19),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=CADQOP
CANRIU,0.862,4.24,6.53,1687.388474,1958.55269,0.511528,0.5934,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,6.9944,135.0678,1.722805194,1.803991073,0.388214223,0.243259072,0.503480594,2.319644446,0.012566534,0.000483975,33.26862782,34.8363865,7.496700466,4.69751052,9.72257836,44.79403011,0.242668956,0.009345914,0.057671702,1.936206616,1.449464436,24.6,25.7,5.5,3.4,7.1,33.1,0.1,0,20.39149392,33.26564133,29.83596064,45.13278742,42.39732274,33.20813134,16.64929772,16.02197413,[0.8-1.0),[4.0-4.25),[6.5-7.0),[1600-1800),[1750-2000),[0.5-0.55),[0.5-0.6),[20-21),[32-34),[28-30),[42-46),[42-44),[32-34),[16-17),[16-17),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=CANRIU
CANRUG,0.885,4.34,5.96,1644.414273,1859.023574,0.506319,0.5721,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,7.6877,152.42,1.886732206,2.039026984,0.449603883,0.226895942,0.528163185,2.544554996,0.012312744,0.000415289,37.4072258,40.42669254,8.914054635,4.498543938,10.47160771,50.44952483,0.244118165,0.008233713,0.057396016,1.889651333,1.288783173,24.5,26.5,5.8,2.9,6.8,33,0.1,0,19.1335991,28.83407028,26.46022198,36.26775185,35.24778245,38.35428539,16.57497697,16.32792441,[0.8-1.0),[4.25-4.5),[5.75-6.0),[1600-1800),[1750-2000),[0.5-0.55),[0.5-0.6),[19-20),[28-29),[26-27),[36-38),[34-36),[36-40),[16-17),[16-17),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=CANRUG
CAVSUP,1.378,5.29,5.92,1079.332195,783.065694,0.288133,0.209,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.8178,117.9484,0.409254801,0.340412907,0.076198248,0.039840666,0.082747274,2.86561208,0.003602918,0.000158812,12.64356698,10.51675725,2.354077827,1.230842307,2.556404208,88.53056387,0.111308974,0.004906357,0.021188174,1.861443209,1.444422172,10.7,8.9,1.9,1,2.1,75,0,0,16.6197678,25.09619342,22.77971368,33.30909668,31.25571444,61.71962667,15.23619693,21.00417666,[1.3-1.4),[5.0-6.0),[5.75-6.0),[1000-1200),[750-1000),[0.25-0.3),[0.2-0.25),[16-17),[24-26),[20-24),[30-36),[30-34),[60-70),[14-16),[20-22),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=CAVSUP
CAVTAW,1.546,3.14,4.18,340.148871,219.982336,0.163414,0.1057,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.2536,112.7636,0.02413279,0.001181208,0.000721772,4.15E-06,2.16E-05,3.227227703,0.000333381,1.22E-05,0.836387735,0.04093797,0.025014987,0.000143709,0.000747288,111.8483881,0.011554222,0.000421547,0.001318695,0.681890757,0.576920401,0.7,0,0,0,0,99.1,0,0,18.18495973,26.9149272,24.88905158,34.12371484,32.99526877,59.59895256,18.08418586,26.9862183,[1.5-1.6),[3.0-3.2),[4.0-4.25),[0-500),[0-250),[0-0.2),[0.1-0.15),[18-19),[26-27),[24-26),[30-36),[30-34),[50-60),[18-19),[26-30),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=CAVTAW
CAWDOU02,0.905,4.22,6.28,1497.810942,1654.67785,0.496286,0.5483,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,4.1935,85.0816,1.428160296,1.334277208,0.282569703,0.217567569,0.428206199,0.488410202,0.013782801,0.00049196,28.97606441,27.07126254,5.733080474,4.414246702,8.68791159,9.909395674,0.279640413,0.009981408,0.091139397,1.967475038,1.524271969,34,31.8,6.7,5.1,10.2,11.6,0.3,0,18.12642006,28.65271507,25.93188075,37.80162526,36.10712556,26.15242801,15.42046892,14.40237053,[0.8-1.0),[4.0-4.25),[6.0-6.5),[1400-1600),[1500-1750),[0.45-0.5),[0.5-0.6),[18-19),[28-29),[24-26),[36-38),[36-38),[26-28),[14-16),[14-15),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=CAWDOU02
CAWVIH,1.239,4.14,5.86,708.798924,572.040054,0.300775,0.2427,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.4478,67.9809,0.973648696,0.700594521,0.164001745,0.164911326,0.278535569,0.159469685,0.006427669,0.000183751,27.04069159,19.4572852,4.554744051,4.580005422,7.735638568,4.428877263,0.178512658,0.005103229,0.116557581,1.779946815,1.776196773,39.7,28.6,6.6,6.7,11.3,6.5,0.2,0,21.04887917,31.57028805,28.61799703,42.28243126,39.67700159,25.4119579,17.91563522,16.39791883,[1.2-1.3),[4.0-4.25),[5.75-6.0),[625-750),[500-750),[0.3-0.35),[0.2-0.25),[21-22),[30-32),[28-30),[42-46),[38-40),[24-26),[17-18),[16-17),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=CAWVIH
CAXVII,1.124,10.47,11.47,1518.006587,1350.558258,0.605291,0.5385,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.3233,134.1093,1.868383631,1.844500701,0.396007657,0.275680068,0.518781109,0.402847897,0.016516046,0.000565478,47.07011775,46.46843601,9.976605847,6.945197475,13.06963274,10.14893175,0.416088111,0.014246066,0.09543398,1.940724996,1.594198768,35,34.6,7.4,5.1,9.7,7.5,0.3,0,14.63646484,21.96035706,20.10801022,28.26975352,27.05020689,21.14049188,12.58248067,11.66395234,[1.1-1.2),[10.0-17.0],[10.0-18.0],[1400-1600),[1250-1500),[0.6-0.7),[0.5-0.6),[14-16),[20-24),[20-24),[25-30),[25-30),[20-24),[10-14),[10-12),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=CAXVII
CAXVOO,1.121,10.48,11.52,1519.216572,1355.535471,0.604235,0.539,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.2135,130.9666,1.876518339,1.797698199,0.387836159,0.262218285,0.496585756,0.37535204,0.01672793,0.000603631,47.13901609,45.15901739,9.742625252,6.587045651,12.47446586,9.42901835,0.420213396,0.015163486,0.099235275,1.931333369,1.584126902,35.9,34.4,7.4,5,9.5,7.1,0.3,0,14.53578454,21.79678401,19.92729437,28.03963329,26.83956823,20.46683339,12.49082373,11.54079865,[1.1-1.2),[10.0-17.0],[10.0-18.0],[1400-1600),[1250-1500),[0.6-0.7),[0.5-0.6),[14-16),[20-24),[15-20),[25-30),[25-30),[20-24),[10-14),[10-12),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=CAXVOO
CAXVUU,1.147,10.22,11.2,1527.393285,1331.435339,0.594108,0.5179,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.3328,137.1213,1.815492361,1.803066833,0.38849225,0.267882603,0.507076395,0.534019719,0.016201967,0.000568203,46.68142672,46.36193137,9.989230963,6.888016932,13.03836364,13.73115246,0.416598246,0.014610106,0.091086993,1.933829689,1.584865353,34,33.8,7.2,5,9.5,10,0.3,0,14.65994052,21.93763361,20.07790096,28.18777712,26.99789729,22.79016802,12.64526092,11.87858011,[1.1-1.2),[10.0-17.0],[10.0-18.0],[1400-1600),[1250-1500),[0.55-0.6),[0.5-0.6),[14-16),[20-24),[20-24),[25-30),[25-30),[20-24),[10-14),[10-12),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=CAXVUU
CAXWAB,1.145,10.38,11.35,1518.295372,1325.949579,0.601874,0.5256,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.4395,139.6069,1.812874811,1.855468931,0.395836651,0.285253679,0.533726761,0.539920448,0.015822484,0.000594093,46.52816992,47.62136535,10.15930877,7.321151783,13.69831456,13.85727807,0.40609048,0.015247627,0.088214044,1.95310882,1.603369177,33.3,34.1,7.2,5.2,9.8,9.9,0.2,0,14.75115927,22.11820194,20.22592429,28.43551307,27.21253652,22.78900022,12.74022347,11.91969832,[1.1-1.2),[10.0-17.0],[10.0-18.0],[1400-1600),[1250-1500),[0.6-0.7),[0.5-0.6),[14-16),[20-24),[20-24),[25-30),[25-30),[20-24),[10-14),[10-12),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=CAXWAB
CAXWEF,1.145,10.55,11.41,1519.388632,1327.546552,0.604141,0.5276,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.4396,139.5427,1.813397367,1.862141571,0.39551576,0.284242632,0.535362559,0.532463633,0.015928085,0.000575698,46.5190666,47.76950124,10.14616228,7.291673715,13.73365099,13.65928486,0.408603019,0.014768363,0.088249037,1.961722897,1.592804503,33.3,34.2,7.2,5.2,9.8,9.7,0.2,0,14.71155528,22.02308306,20.14499659,28.34280237,27.10821049,22.53182831,12.69867666,11.87389938,[1.1-1.2),[10.0-17.0],[10.0-18.0],[1400-1600),[1250-1500),[0.6-0.7),[0.5-0.6),[14-16),[20-24),[20-24),[25-30),[25-30),[20-24),[10-14),[10-12),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=CAXWEF
CAXWIJ,1.143,10.33,11.43,1524.53143,1333.791257,0.605254,0.5295,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.4272,139.0416,1.829253915,1.85817505,0.397410452,0.283384195,0.532459545,0.509813854,0.016121574,0.000600224,46.86422151,47.60516099,10.1813812,7.260107296,13.64124568,13.06107872,0.41302358,0.015377331,0.089720029,1.94821148,1.596651977,33.7,34.2,7.3,5.2,9.8,9.3,0.2,0,14.75809393,22.12393016,20.24711935,28.49259986,27.26940075,22.2819764,12.7188306,11.88495156,[1.1-1.2),[10.0-17.0],[10.0-18.0],[1400-1600),[1250-1500),[0.6-0.7),[0.5-0.6),[14-16),[20-24),[20-24),[25-30),[25-30),[20-24),[10-14),[10-12),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=CAXWIJ
CAXXEG,1.213,3.55,5.56,1134.683637,935.295908,0.398703,0.3286,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.3657,91.5219,1.12384502,0.966022104,0.219489481,0.13042446,0.263161347,0.654031951,0.008460313,0.000303815,30.55984036,26.268285,5.96840613,3.546530542,7.155941083,17.78458029,0.230054679,0.008261409,0.088463433,1.833842824,1.486819344,33.3,28.7,6.5,3.8,7.8,19.4,0.2,0,19.44599908,29.90162469,27.19099923,38.91148943,37.37519864,29.30124063,16.15892963,15.40701686,[1.2-1.3),[3.4-3.6),[5.5-5.75),[1000-1200),[750-1000),[0.35-0.4),[0.3-0.35),[19-20),[29-30),[27-28),[38-39),[36-38),[28-30),[16-17),[15-16),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=CAXXEG
CAYBAH,1.494,3.34,4.58,602.681549,403.336592,0.249196,0.1667,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.6016,53.6397,0.954831799,0.351065951,0.10034232,0.017265611,0.053988047,0.116875671,0.006959947,0.000243932,31.97908572,11.75784902,3.360650167,0.578257289,1.808159698,3.914382718,0.2331015,0.008169735,0.260536451,1.45778451,0.959412971,59.6,21.9,6.2,1,3.3,7.2,0.4,0,19.01149591,27.96548061,25.53122854,36.73995531,34.83609233,25.31387859,16.07207281,15.16422916,[1.4-1.5),[3.2-3.4),[4.5-4.75),[500-625),[250-500),[0.2-0.25),[0.15-0.2),[19-20),[27-28),[24-26),[36-38),[34-36),[24-26),[16-17),[15-16),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=CAYBAH
CAYBAH01,1.5,3.29,4.65,434.929274,290.01749,0.215361,0.1435,3D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.2477,41.9404,0.803059501,0.210640405,0.073960532,0.001763145,0.008838681,0.143298123,0.005967668,0.000198775,26.99361646,7.080354938,2.486070127,0.059265424,0.297098739,4.81674717,0.20059404,0.006681499,0.318702035,1.186671228,0.598441702,64.3,16.8,5.9,0.1,0.7,11.4,0.4,0,19.60993044,27.97363824,26.25644898,32.71627743,32.08106152,28.41824487,16.65559738,15.86033124,[1.5-1.6),[3.2-3.4),[4.5-4.75),[0-500),[250-500),[0.2-0.25),[0.1-0.15),[19-20),[27-28),[26-27),[30-36),[30-34),[28-30),[16-17),[15-16),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=CAYBAH01
CAYDEN,1.509,4.22,4.52,483.27441,320.303864,0.172868,0.1145,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.3098,44.2947,0.322463903,0.462396521,0.090018092,0.065169317,0.120000185,0.247492571,0.002162352,8.64E-05,10.90514953,15.63741914,3.044250062,2.203909166,4.058190539,8.369753841,0.073126857,0.002921271,0.057635906,2.140294382,1.629230425,24.6,35.3,6.8,4.9,9.1,18.8,0.1,0,19.59350557,30.30876005,27.30919704,40.69124127,38.13498955,30.4177733,16.36638197,15.85630005,[1.5-1.6),[4.0-4.25),[4.5-4.75),[0-500),[250-500),[0-0.2),[0.1-0.15),[19-20),[30-32),[27-28),[40-41),[38-40),[30-32),[16-17),[15-16),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=CAYDEN
